"PassengerID","Survived"
"1119","TRUE"
"1120","FALSE"
"1121","FALSE"
"1122","FALSE"
"1123","TRUE"
"1124","FALSE"
"1125","FALSE"
"1126","TRUE"
"1127","FALSE"
"1128","FALSE"
"1129","FALSE"
"1130","TRUE"
"1131","TRUE"
"1132","TRUE"
"1133","TRUE"
"1134","FALSE"
"1135","FALSE"
"1136","TRUE"
"1137","FALSE"
"1138","TRUE"
"1139","FALSE"
"1140","TRUE"
"1141","FALSE"
"1142","TRUE"
"1143","FALSE"
"1144","FALSE"
"1145","FALSE"
"1146","FALSE"
"1147","FALSE"
"1148","FALSE"
"1149","FALSE"
"1150","TRUE"
"1151","FALSE"
"1152","FALSE"
"1153","FALSE"
"1154","TRUE"
"1155","TRUE"
"1156","FALSE"
"1157","FALSE"
"1158","FALSE"
"1159","FALSE"
"1160","FALSE"
"1161","FALSE"
"1162","FALSE"
"1163","FALSE"
"1164","TRUE"
"1165","TRUE"
"1166","FALSE"
"1167","TRUE"
"1168","FALSE"
"1169","FALSE"
"1170","FALSE"
"1171","FALSE"
"1172","FALSE"
"1173","TRUE"
"1174","TRUE"
"1175","FALSE"
"1176","TRUE"
"1177","FALSE"
"1178","FALSE"
"1179","FALSE"
"1180","FALSE"
"1181","FALSE"
"1182","FALSE"
"1183","TRUE"
"1184","FALSE"
"1185","FALSE"
"1186","FALSE"
"1187","FALSE"
"1188","TRUE"
"1189","FALSE"
"1190","FALSE"
"1191","FALSE"
"1192","FALSE"
"1193","FALSE"
"1194","FALSE"
"1195","FALSE"
"1196","TRUE"
"1197","TRUE"
"1198","FALSE"
"1199","TRUE"
"1200","FALSE"
"1201","FALSE"
"1202","FALSE"
"1203","FALSE"
"1204","FALSE"
"1205","TRUE"
"1206","TRUE"
"1207","TRUE"
"1208","FALSE"
"1209","FALSE"
"1210","FALSE"
"1211","FALSE"
"1212","FALSE"
"1213","FALSE"
"1214","FALSE"
"1215","TRUE"
"1216","TRUE"
"1217","FALSE"
"1218","TRUE"
"1219","FALSE"
"1220","FALSE"
"1221","FALSE"
"1222","TRUE"
"1223","FALSE"
"1224","FALSE"
"1225","TRUE"
"1226","FALSE"
"1227","FALSE"
"1228","FALSE"
"1229","FALSE"
"1230","FALSE"
"1231","FALSE"
"1232","FALSE"
"1233","FALSE"
"1234","FALSE"
"1235","TRUE"
"1236","TRUE"
"1237","TRUE"
"1238","FALSE"
"1239","TRUE"
"1240","FALSE"
"1241","TRUE"
"1242","TRUE"
"1243","FALSE"
"1244","FALSE"
"1245","FALSE"
"1246","TRUE"
"1247","FALSE"
"1248","TRUE"
"1249","FALSE"
"1250","FALSE"
"1251","TRUE"
"1252","FALSE"
"1253","TRUE"
"1254","TRUE"
"1255","FALSE"
"1256","TRUE"
"1257","FALSE"
"1258","FALSE"
"1259","FALSE"
"1260","TRUE"
"1261","FALSE"
"1262","FALSE"
"1263","TRUE"
"1264","FALSE"
"1265","FALSE"
"1266","TRUE"
"1267","TRUE"
"1268","FALSE"
"1269","FALSE"
"1270","FALSE"
"1271","FALSE"
"1272","FALSE"
"1273","FALSE"
"1274","TRUE"
"1275","TRUE"
"1276","FALSE"
"1277","TRUE"
"1278","FALSE"
"1279","FALSE"
"1280","FALSE"
"1281","FALSE"
"1282","FALSE"
"1283","TRUE"
"1284","TRUE"
"1285","FALSE"
"1286","FALSE"
"1287","TRUE"
"1288","FALSE"
"1289","TRUE"
"1290","FALSE"
"1291","FALSE"
"1292","TRUE"
"1293","FALSE"
"1294","TRUE"
"1295","FALSE"
"1296","FALSE"
"1297","FALSE"
"1298","FALSE"
"1299","FALSE"
"1300","TRUE"
"1301","TRUE"
"1302","TRUE"
"1303","TRUE"
"1304","FALSE"
"1305","FALSE"
"1306","TRUE"
"1307","FALSE"
"1308","FALSE"
"1309","TRUE"
